,BZCAT5 Source name,RA (J2000.0),Dec (J2000.0)
3079,5BZQJ2023-3655,20 23 46.09,-36 55 20.99
3080,5BZQJ2024-3253,20 24 35.57,-32 53 35.91
3081,5BZQJ2024+1718,20 24 56.56,+17 18 13.21
3082,5BZQJ2025+0316,20 25 09.63,+03 16 44.5
3083,5BZUJ2025+3343,20 25 10.84,+33 43 00.19
3084,5BZQJ2025-0735,20 25 40.66,-07 35 52.69
3085,5BZQJ2025-2845,20 25 53.61,-28 45 48.7
3086,5BZQJ2027-0831,20 27 52.6,-08 31 55.88
3087,5BZUJ2029+4926,20 29 39.86,+49 26 22.2
3088,5BZUJ2030-0622,20 30 15.13,-06 22 14.91
3089,5BZQJ2030-0503,20 30 22.42,-05 03 12.81
3090,5BZUJ2030-3039,20 30 57.93,-30 39 24.4
3091,5BZQJ2031+0239,20 31 47.24,+02 39 37.29
3092,5BZQJ2031+5455,20 31 47.95,+54 55 03.1
3093,5BZUJ2031+1219,20 31 54.99,+12 19 41.3
3094,5BZUJ2034+1154,20 34 37.11,+11 54 31.39
3095,5BZQJ2035+1056,20 35 22.32,+10 56 06.79
3096,5BZQJ2035-6944,20 35 40.86,-69 44 07.29
3097,5BZQJ2035-6846,20 35 48.88,-68 46 33.81
3098,5BZQJ2035-6602,20 35 51.52,-66 02 07.51
3099,5BZBJ2036+6553,20 36 20.14,+65 53 14.49
3100,5BZQJ2036-2830,20 36 37.77,-28 30 26.49
3101,5BZQJ2036-0629,20 36 40.7,-06 29 03.8
3102,5BZQJ2036-2146,20 36 51.17,-21 46 36.69
3103,5BZQJ2037-1522,20 37 27.94,-15 22 00.51
3104,5BZQJ2038+5119,20 38 37.02,+51 19 12.68
3105,5BZBJ2038-2636,20 38 44.98,-26 36 31.71
3106,5BZBJ2039-1046,20 39 00.71,-10 46 41.8
3107,5BZBJ2039+5219,20 39 23.5,+52 19 49.9
3108,5BZQJ2039-7206,20 39 58.07,-72 06 56.3
3109,5BZQJ2040-2507,20 40 08.76,-25 07 46.7
3110,5BZGJ2042+2426,20 42 06.05,+24 26 52.29
3111,5BZQJ2042-2255,20 42 54.24,-22 55 59.91
3112,5BZQJ2042-2223,20 42 57.28,-22 23 26.91
3113,5BZQJ2043+1255,20 43 10.2,+12 55 13.58
3114,5BZQJ2047-1639,20 47 19.67,-16 39 05.79
3115,5BZBJ2047-2908,20 47 35.9,-29 08 58.99
3116,5BZGJ2049-0039,20 49 21.73,-00 39 26.6
3117,5BZBJ2050+0407,20 50 06.23,+04 07 48.9
3118,5BZQJ2050-2628,20 50 24.69,-26 28 18.58
3119,5BZQJ2050+3127,20 50 51.12,+31 27 27.39
3120,5BZBJ2051+7441,20 51 33.72,+74 41 40.48
3121,5BZUJ2051+1743,20 51 35.58,+17 43 36.91
3122,5BZQJ2052-6523,20 52 06.71,-65 23 11.5
3123,5BZBJ2052+0810,20 52 43.03,+08 10 37.48
3124,5BZGJ2054+0015,20 54 56.84,+00 15 37.8
3125,5BZGJ2055-0506,20 55 23.38,-05 06 19.29
3126,5BZBJ2055-0021,20 55 28.21,-00 21 17.2
3127,5BZQJ2056-4714,20 56 16.36,-47 14 47.61
3128,5BZBJ2056-3208,20 56 25.07,-32 08 47.79
3129,5BZQJ2056-3857,20 56 54.9,-38 57 16.59
3130,5BZQJ2057-3734,20 57 41.59,-37 34 03.0
3131,5BZGJ2059-0037,20 59 38.58,-00 37 55.99
3132,5BZQJ2101-2933,21 01 01.66,-29 33 27.79
3133,5BZQJ2101+0341,21 01 38.82,+03 41 31.3
3134,5BZQJ2102+6015,21 02 40.21,+60 15 09.79
3135,5BZGJ2103-6812,21 03 36.18,-68 12 02.8
3136,5BZUJ2105-4848,21 05 01.15,-48 48 46.51
3137,5BZQJ2106+2135,21 06 10.81,+21 35 35.98
3138,5BZQJ2106+0231,21 06 28.14,+02 31 37.81
3139,5BZQJ2108-2911,21 08 07.39,-29 11 17.19
3140,5BZQJ2108+1430,21 08 41.03,+14 30 27.0
3141,5BZBJ2108-0250,21 08 44.72,-02 50 34.18
3142,5BZBJ2108-6637,21 08 51.82,-66 37 22.69
3143,5BZQJ2109-4110,21 09 33.18,-41 10 20.6
3144,5BZQJ2109-1332,21 09 49.9,-13 32 45.99
3145,5BZQJ2110-1020,21 10 00.97,-10 20 57.29
3146,5BZQJ2110+0809,21 10 09.67,+08 09 55.4
3147,5BZQJ2110-0126,21 10 22.62,-01 26 58.19
3148,5BZQJ2114-6851,21 14 13.4,-68 51 02.3
3149,5BZQJ2114+2832,21 14 58.32,+28 32 57.19
3150,5BZUJ2115-1416,21 15 18.43,-14 16 43.39
3151,5BZQJ2115+2933,21 15 29.4,+29 33 38.41
3152,5BZBJ2116-0108,21 16 03.23,-01 08 28.39
3153,5BZGJ2116-0628,21 16 11.88,-06 28 30.39
3154,5BZBJ2116+3339,21 16 14.51,+33 39 20.41
3155,5BZQJ2116-5527,21 16 29.82,-55 27 20.41
3156,5BZQJ2117+0502,21 17 20.72,+05 02 57.58
3157,5BZQJ2118+0013,21 18 17.39,+00 13 16.71
3158,5BZQJ2118-0636,21 18 43.24,-06 36 18.0
3159,5BZQJ2119-1106,21 19 39.89,-11 06 14.11
3160,5BZQJ2121+1901,21 21 00.6,+19 01 28.3
3161,5BZQJ2121-6111,21 21 04.07,-61 11 24.61
3162,5BZBJ2123-1036,21 23 07.26,-10 36 48.6
3163,5BZQJ2123+0535,21 23 44.51,+05 35 22.09
3164,5BZQJ2123-3046,21 23 48.6,-30 46 05.41
3165,5BZQJ2124-6028,21 24 02.98,-60 28 09.01
3166,5BZQJ2125+0441,21 25 29.26,+04 41 35.48
3167,5BZQJ2126-4605,21 26 30.7,-46 05 47.9
3168,5BZQJ2126-0119,21 26 32.76,-01 19 32.41
3169,5BZBJ2127+3613,21 27 43.02,+36 13 05.69
3170,5BZQJ2128-0244,21 28 22.21,-02 44 32.78
3171,5BZQJ2129-1538,21 29 12.17,-15 38 40.99
3172,5BZUJ2129+0035,21 29 40.68,+00 35 27.88
3173,5BZUJ2130-0927,21 30 19.08,-09 27 37.4
3174,5BZQJ2130-4515,21 30 52.39,-45 15 43.3
3175,5BZBJ2131-2746,21 31 03.29,-27 46 58.0
3176,5BZQJ2131-1207,21 31 35.26,-12 07 04.8
3177,5BZBJ2131-0915,21 31 35.39,-09 15 23.0
3178,5BZBJ2131-2515,21 31 51.29,-25 15 57.99
3179,5BZQJ2132-4537,21 32 28.31,-45 37 38.2
3180,5BZGJ2133+2528,21 33 14.35,+25 28 59.08
3181,5BZQJ2133+8239,21 33 34.07,+82 39 06.08
3182,5BZBJ2134-0153,21 34 10.31,-01 53 17.19
3183,5BZQJ2135-5006,21 35 20.14,-50 06 52.09
3184,5BZQJ2135-0803,21 35 51.94,-08 03 10.4
3185,5BZBJ2136-4443,21 36 18.38,-44 43 48.89
3186,5BZQJ2136+0041,21 36 38.58,+00 41 54.2
3187,5BZQJ2138-2439,21 38 37.18,-24 39 54.5
3188,5BZBJ2138-2053,21 38 52.77,-20 53 46.49
3189,5BZQJ2139+1423,21 39 01.31,+14 23 35.98
3190,5BZBJ2139-4235,21 39 24.16,-42 35 20.39
3191,5BZQJ2139+0122,21 39 42.5,+01 22 27.19
3192,5BZGJ2140-2339,21 40 15.16,-23 39 39.99
3193,5BZQJ2141-3729,21 41 52.44,-37 29 12.98
3194,5BZQJ2142-0437,21 42 36.89,-04 37 43.5
3195,5BZBJ2143-3929,21 43 02.87,-39 29 24.68
3196,5BZGJ2143-2845,21 43 24.24,-28 45 57.31
3197,5BZQJ2143+1743,21 43 35.53,+17 43 48.79
3198,5BZBJ2144-0028,21 44 06.26,-00 28 58.11
3199,5BZQJ2145-3357,21 45 01.13,-33 57 16.41
3200,5BZQJ2145+1115,21 45 18.78,+11 15 27.28
3201,5BZGJ2145-0434,21 45 33.38,-04 34 39.1
3202,5BZQJ2145-3142,21 45 46.93,-31 42 34.19
3203,5BZBJ2145+0719,21 45 52.3,+07 19 27.19
3204,5BZQJ2146-1525,21 46 22.98,-15 25 43.89
3205,5BZBJ2146-4748,21 46 25.69,-47 48 37.58
3206,5BZQJ2146-7755,21 46 30.06,-77 55 54.69
3207,5BZBJ2146-1344,21 46 36.95,-13 44 00.59
3208,5BZGJ2147-1019,21 47 00.44,-10 19 11.89
3209,5BZQJ2147-7812,21 47 05.83,-78 12 21.88
3210,5BZQJ2147+0929,21 47 10.15,+09 29 46.71
3211,5BZQJ2147-7536,21 47 12.72,-75 36 13.21
3212,5BZQJ2147-0620,21 47 21.89,-06 20 25.29
3213,5BZQJ2147-3601,21 47 31.13,-36 01 51.31
3214,5BZGJ2147-1608,21 47 52.69,-16 08 42.79
3215,5BZQJ2147-7621,21 47 53.15,-76 21 29.19
3216,5BZQJ2148+0657,21 48 05.45,+06 57 38.59
3217,5BZBJ2148-0733,21 48 07.07,-07 33 46.9
3218,5BZQJ2148-1723,21 48 36.79,-17 23 44.01
3219,5BZBJ2149+0322,21 49 41.87,+03 22 51.38
3220,5BZQJ2150-6802,21 50 13.38,-68 02 50.38
3221,5BZGJ2150-1410,21 50 15.49,-14 10 50.08
3222,5BZBJ2150+1119,21 50 51.71,+11 19 16.6
3223,5BZQJ2150-2812,21 50 53.09,-28 12 42.69
3224,5BZQJ2151-2742,21 51 21.9,-27 42 23.18
3225,5BZQJ2151+0709,21 51 31.43,+07 09 26.78
3226,5BZQJ2151+0552,21 51 37.87,+05 52 13.0
3227,5BZQJ2151-3027,21 51 55.51,-30 27 53.71
3228,5BZQJ2152-7807,21 52 03.15,-78 07 06.59
3229,5BZBJ2152-1205,21 52 14.1,-12 05 41.38
3230,5BZBJ2152+1734,21 52 24.82,+17 34 37.81
3231,5BZBJ2153-0042,21 53 05.33,-00 42 30.59
3232,5BZQJ2153-1136,21 53 50.22,-11 36 13.89
3233,5BZQJ2154-1501,21 54 07.43,-15 01 31.51
3234,5BZQJ2155+2250,21 55 06.46,+22 50 22.3
3235,5BZUJ2156-0037,21 56 14.76,-00 37 04.58
3236,5BZQJ2156-2012,21 56 33.76,-20 12 30.88
3237,5BZBJ2156-0855,21 56 50.33,-08 55 35.4
3238,5BZQJ2157+1014,21 57 12.85,+10 14 24.79
3239,5BZQJ2157+3127,21 57 28.81,+31 27 01.4
3240,5BZQJ2157+0649,21 57 43.24,+06 49 21.39
3241,5BZQJ2158-1501,21 58 06.28,-15 01 09.29
3242,5BZBJ2158-3013,21 58 52.07,-30 13 32.08
3243,5BZUJ2159-2841,21 59 10.96,-28 41 17.41
3244,5BZQJ2159-1500,21 59 20.2,-15 00 37.0
3245,5BZQJ2200-1945,22 00 07.76,-19 45 47.41
3246,5BZQJ2200+0234,22 00 49.4,+02 34 30.1
3247,5BZQJ2200-1632,22 00 54.88,-16 32 32.71
3248,5BZQJ2201+5048,22 01 43.54,+50 48 56.41
3249,5BZBJ2201-1707,22 01 55.83,-17 07 00.29
3250,5BZQJ2202-8338,22 02 19.22,-83 38 11.79
3251,5BZBJ2202+4216,22 02 43.29,+42 16 40.0
3252,5BZQJ2202-2335,22 02 55.99,-23 35 10.21
3253,5BZQJ2203+3145,22 03 14.98,+31 45 38.3
3254,5BZQJ2203+1725,22 03 26.87,+17 25 48.1
3255,5BZQJ2203+7151,22 03 30.47,+71 51 08.49
3256,5BZUJ2204+0440,22 04 17.64,+04 40 01.99
3257,5BZQJ2206-1835,22 06 10.42,-18 35 38.68
3258,5BZQJ2206-2119,22 06 41.38,-21 19 40.51
3259,5BZBJ2206-0031,22 06 43.29,-00 31 02.49
3260,5BZQJ2206-7735,22 06 44.45,-77 35 23.78
3261,5BZQJ2207+0041,22 07 19.78,+00 41 57.3
3262,5BZQJ2207-5346,22 07 43.73,-53 46 33.81
3263,5BZQJ2207+1652,22 07 52.86,+16 52 17.79
3264,5BZQJ2207-5707,22 07 54.0,-57 07 36.69
3265,5BZUJ2208+6519,22 08 03.11,+65 19 38.78
3266,5BZUJ2209-4710,22 09 16.25,-47 10 00.01
3267,5BZUJ2209-2453,22 09 22.95,-24 53 32.78
3268,5BZUJ2211-2849,22 11 05.29,-28 49 32.91
3269,5BZBJ2211-0003,22 11 08.33,-00 03 02.48
3270,5BZGJ2211-0023,22 11 09.88,-00 23 27.38
3271,5BZUJ2211-1328,22 11 24.1,-13 28 09.69
3272,5BZUJ2211+2919,22 11 30.3,+29 19 48.89
3273,5BZQJ2211-3707,22 11 50.52,-37 07 05.01
3274,5BZQJ2211+1841,22 11 53.88,+18 41 49.88
3275,5BZUJ2212+2355,22 12 05.96,+23 55 40.51
3276,5BZQJ2212+0646,22 12 50.83,+06 46 08.68
3277,5BZQJ2213-2529,22 13 02.5,-25 29 30.08
3278,5BZQJ2214+3739,22 14 05.69,+37 39 09.21
3279,5BZBJ2214+0020,22 14 56.36,+00 20 00.2
3280,5BZQJ2215-2944,22 15 16.02,-29 44 23.31
3281,5BZQJ2216+3518,22 16 20.01,+35 18 14.18
3282,5BZQJ2216-5424,22 16 21.22,-54 24 47.91
3283,5BZQJ2216+3102,22 16 42.71,+31 02 35.41
3284,5BZBJ2217+2421,22 17 00.82,+24 21 46.0
3285,5BZBJ2217-3106,22 17 28.46,-31 06 21.6
3286,5BZQJ2217+0220,22 17 48.24,+02 20 10.71
3287,5BZQJ2218+1520,22 18 10.91,+15 20 35.69
3288,5BZQJ2218-0335,22 18 52.03,-03 35 36.88
3289,5BZQJ2219+1806,22 19 14.09,+18 06 35.6
3290,5BZQJ2219-2719,22 19 35.32,-27 19 03.28
3291,5BZBJ2219+2120,22 19 44.17,+21 20 53.19
3292,5BZQJ2219-0051,22 19 47.27,-00 51 32.61
3293,5BZGJ2219+2613,22 19 49.74,+26 13 27.91
3294,5BZQJ2219+0736,22 19 50.41,+07 36 50.9
3295,5BZBJ2221-5225,22 21 29.29,-52 25 27.58
3296,5BZBJ2222-1753,22 22 53.87,-17 53 21.01
3297,5BZQJ2223-3455,22 23 05.93,-34 55 47.2
3298,5BZBJ2223+0102,22 23 29.57,+01 02 26.7
3299,5BZQJ2223-1607,22 23 41.16,-16 07 05.19
3300,5BZBJ2224-1126,22 24 07.96,-11 26 21.08
3301,5BZQJ2225+2118,22 25 38.04,+21 18 06.4
3302,5BZBJ2225-1113,22 25 43.72,-11 13 40.69
3303,5BZQJ2225-0457,22 25 47.26,-04 57 01.4
3304,5BZQJ2226+0052,22 26 46.54,+00 52 11.31
3305,5BZBJ2227+0037,22 27 58.14,+00 37 05.48
3306,5BZQJ2228+2503,22 28 01.55,+25 03 03.09
3307,5BZQJ2228-0753,22 28 52.61,-07 53 46.6
3308,5BZQJ2229+3057,22 29 34.14,+30 57 12.09
3309,5BZQJ2229-0832,22 29 40.07,-08 32 54.38
3310,5BZQJ2230-1325,22 30 15.3,-13 25 42.88
3311,5BZQJ2230+6946,22 30 36.47,+69 46 28.09
3312,5BZQJ2230-3942,22 30 40.27,-39 42 52.09
3313,5BZQJ2230-4416,22 30 56.44,-44 16 29.89
3314,5BZQJ2232-1659,22 32 22.56,-16 59 01.89
3315,5BZQJ2232+1143,22 32 36.41,+11 43 50.91
3316,5BZBJ2233+1336,22 33 01.12,+13 36 02.01
3317,5BZQJ2234-2055,22 34 57.43,-20 55 03.21
3318,5BZQJ2235-4835,22 35 13.24,-48 35 58.81
3319,5BZBJ2235-3629,22 35 54.83,-36 29 02.9
3320,5BZQJ2235-1826,22 35 56.16,-18 26 12.58
3321,5BZBJ2236-1706,22 36 09.52,-17 06 21.99
3322,5BZQJ2236+2828,22 36 22.46,+28 28 57.39
3323,5BZBJ2236-1433,22 36 34.08,-14 33 22.21
3324,5BZQJ2236+7322,22 36 38.59,+73 22 52.71
3325,5BZQJ2237-3921,22 37 08.1,-39 21 37.9
3326,5BZQJ2238+0724,22 38 10.39,+07 24 14.0
3327,5BZGJ2238-3940,22 38 12.75,-39 40 19.3
3328,5BZQJ2238+2749,22 38 12.86,+27 49 52.78
3329,5BZQJ2238+0412,22 38 19.31,+04 12 31.6
3330,5BZQJ2239-5525,22 39 06.03,-55 25 59.41
3331,5BZQJ2239-5701,22 39 12.07,-57 01 00.8
3332,5BZGJ2239-0631,22 39 46.9,-06 31 50.98
3333,5BZBJ2240+1326,22 40 46.9,+13 26 02.68
3334,5BZBJ2241+4120,22 41 07.2,+41 20 11.61
3335,5BZQJ2241+0953,22 41 49.72,+09 53 52.4
3336,5BZBJ2243-0609,22 43 08.76,-06 09 02.59
3337,5BZBJ2243-2544,22 43 26.4,-25 44 30.69
3338,5BZBJ2243+2021,22 43 54.72,+20 21 03.88
3339,5BZUJ2244-2954,22 44 09.11,-29 54 45.0
3340,5BZQJ2244+4057,22 44 12.72,+40 57 13.6
3341,5BZQJ2244+2600,22 44 35.15,+26 00 20.69
3342,5BZBJ2244-0006,22 44 48.09,-00 06 19.51
3343,5BZQJ2245+0324,22 45 28.27,+03 24 08.89
3344,5BZQJ2245+0500,22 45 53.64,+05 00 56.98
3345,5BZQJ2246-5607,22 46 16.79,-56 07 45.98
3346,5BZQJ2246-1206,22 46 18.23,-12 06 51.3
3347,5BZQJ2247-3657,22 47 03.91,-36 57 46.29
3348,5BZBJ2247+0000,22 47 30.19,+00 00 06.51
3349,5BZQJ2247-1237,22 47 52.63,-12 37 19.7
3350,5BZBJ2247+4413,22 47 53.21,+44 13 15.49
3351,5BZQJ2247+0310,22 47 58.68,+03 10 42.38
3352,5BZUJ2248-0541,22 48 00.07,-05 41 18.2
3353,5BZGJ2248-0036,22 48 19.44,-00 36 41.68
3354,5BZQJ2248-2931,22 48 28.4,-29 31 38.38
3355,5BZQJ2248-2702,22 48 36.4,-27 02 55.6
3356,5BZUJ2248+3718,22 48 37.91,+37 18 12.49
3357,5BZQJ2248-3235,22 48 38.69,-32 35 52.18
3358,5BZQJ2249+2107,22 49 00.56,+21 07 02.78
3359,5BZBJ2249-1300,22 49 10.73,-13 00 02.8
3360,5BZQJ2249-3039,22 49 19.03,-30 39 12.6
3361,5BZBJ2249+1308,22 49 49.85,+13 08 44.69
3362,5BZBJ2250+3824,22 50 05.75,+38 24 37.11
3363,5BZUJ2250-4206,22 50 22.21,-42 06 13.39
3364,5BZQJ2250-0647,22 50 26.4,-06 47 42.9
3365,5BZUJ2250-2806,22 50 44.49,-28 06 39.31
3366,5BZQJ2251-3827,22 51 19.02,-38 27 06.8
3367,5BZUJ2251-3206,22 51 47.53,-32 06 13.1
3368,5BZQJ2251+2217,22 51 53.5,+22 17 37.28
3369,5BZBJ2251+4030,22 51 59.76,+40 30 58.21
3370,5BZBJ2252+1245,22 52 32.18,+12 45 10.9
3371,5BZQJ2253+1942,22 53 07.37,+19 42 34.59
3372,5BZBJ2253+1404,22 53 54.23,+14 04 36.91
3373,5BZQJ2253+1608,22 53 57.75,+16 08 53.59
3374,5BZBJ2254+0054,22 54 04.4,+00 54 20.98
3375,5BZQJ2254+1341,22 54 21.01,+13 41 48.69
3376,5BZUJ2254-3209,22 54 34.57,-32 09 27.68
3377,5BZQJ2254-4139,22 54 36.68,-41 39 39.99
3378,5BZBJ2254-2725,22 54 53.21,-27 25 08.9
3379,5BZQJ2254-5926,22 54 56.82,-59 26 00.7
3380,5BZQJ2255-0844,22 55 04.24,-08 44 03.98
3381,5BZBJ2255+2410,22 55 15.36,+24 10 11.31
3382,5BZQJ2256-2735,22 56 00.16,-27 35 56.11
3383,5BZQJ2256+2301,22 56 10.68,+23 01 45.19
3384,5BZBJ2256-3303,22 56 13.36,-33 03 37.79
3385,5BZBJ2256+1305,22 56 24.27,+13 05 41.6
3386,5BZQJ2256-6533,22 56 24.87,-65 33 25.59
3387,5BZGJ2256+2618,22 56 39.17,+26 18 43.7
3388,5BZBJ2256-2011,22 56 41.21,-20 11 40.48
3389,5BZBJ2257+0743,22 57 17.29,+07 43 12.28
3390,5BZQJ2257+0243,22 57 17.56,+02 43 17.5
3391,5BZQJ2258-2758,22 58 05.95,-27 58 21.28
3392,5BZBJ2258-3644,22 58 14.64,-36 44 34.29
3393,5BZBJ2258-5525,22 58 18.95,-55 25 37.19
3394,5BZQJ2258+0203,22 58 57.75,+02 03 42.29
3395,5BZQJ2259-0811,22 59 00.68,-08 11 03.01
3396,5BZBJ2300+3137,23 00 22.82,+31 37 04.4
3397,5BZQJ2300-2644,23 00 25.5,-26 44 22.81
3398,5BZQJ2300+1655,23 00 42.99,+16 55 14.41
3399,5BZQJ2301-0158,23 01 07.98,-01 58 04.58
3400,5BZQJ2301+3726,23 01 27.73,+37 26 49.2
3401,5BZUJ2303-1841,23 03 02.98,-18 41 25.8
3402,5BZUJ2303-3030,23 03 05.82,-30 30 11.48
3403,5BZQJ2303-6807,23 03 43.56,-68 07 37.41
3404,5BZQJ2304+2331,23 04 36.43,+23 31 07.6
3405,5BZBJ2304+3705,23 04 36.63,+37 05 07.29
3406,5BZQJ2304-3625,23 04 53.29,-36 25 00.01
3407,5BZQJ2306+0837,23 06 01.26,+08 37 15.38
3408,5BZQJ2306-0459,23 06 15.31,-04 59 48.29
3409,5BZBJ2306-1103,23 06 35.5,-11 03 49.28
3410,5BZUJ2306-6521,23 06 59.43,-65 21 32.39
3411,5BZQJ2307+3230,23 07 15.9,+32 30 31.89
3412,5BZBJ2307-1205,23 07 22.04,-12 05 18.59
3413,5BZBJ2307+1450,23 07 34.0,+14 50 17.98
3414,5BZQJ2308+2008,23 08 11.64,+20 08 42.21
3415,5BZGJ2308-2219,23 08 46.86,-22 19 49.11
3416,5BZBJ2309-3043,23 09 03.39,-30 43 14.59
3417,5BZQJ2309-3059,23 09 14.33,-30 59 12.58
3418,5BZUJ2310-3719,23 10 28.02,-37 19 09.51
3419,5BZQJ2310+1055,23 10 28.51,+10 55 30.68
3420,5BZGJ2310-4347,23 10 41.7,-43 47 34.29
3421,5BZBJ2311+0205,23 11 01.28,+02 05 05.31
3422,5BZQJ2311+3425,23 11 05.33,+34 25 10.88
3423,5BZGJ2311-0946,23 11 18.78,-09 46 22.4
3424,5BZQJ2311+4543,23 11 47.4,+45 43 55.99
3425,5BZQJ2312+1615,23 12 16.96,+16 15 08.31
3426,5BZQJ2312+1444,23 12 53.03,+14 44 53.48
3427,5BZQJ2312+3847,23 12 58.79,+38 47 42.68
3428,5BZQJ2312-6607,23 12 58.84,-66 07 31.69
3429,5BZGJ2313+1444,23 13 57.34,+14 44 23.2
3430,5BZQJ2313-3704,23 13 59.7,-37 04 45.19
3431,5BZQJ2314+1359,23 14 28.93,+13 59 06.21
3432,5BZQJ2314-3138,23 14 48.49,-31 38 39.51
3433,5BZBJ2315-5018,23 15 44.33,-50 18 39.7
3434,5BZQJ2316-3349,23 16 43.38,-33 49 12.5
3435,5BZQJ2316-4041,23 16 46.91,-40 41 21.08
3436,5BZQJ2317-1122,23 17 22.38,-11 22 23.3
3437,5BZQJ2318-4010,23 18 06.85,-40 10 06.2
3438,5BZQJ2318-1659,23 18 11.35,-16 59 29.18
3439,5BZGJ2318+3048,23 18 36.89,+30 48 37.11
3440,5BZGJ2319-4206,23 19 05.83,-42 06 48.6
3441,5BZBJ2319+1611,23 19 43.43,+16 11 50.1
3442,5BZGJ2319-0116,23 19 52.84,-01 16 26.79
3443,5BZGJ2320+4146,23 20 12.19,+41 46 05.3
3444,5BZQJ2320+0031,23 20 37.98,+00 31 39.79
3445,5BZQJ2320+0513,23 20 44.86,+05 13 50.01
3446,5BZQJ2320+1829,23 20 46.78,+18 29 25.8
3447,5BZQJ2321-0827,23 21 18.24,-08 27 21.49
3448,5BZQJ2321+3204,23 21 54.96,+32 04 07.6
3449,5BZQJ2321+2732,23 21 59.86,+27 32 46.39
3450,5BZQJ2322+5057,23 22 25.97,+50 57 51.98
3451,5BZQJ2322+1843,23 22 28.56,+18 43 24.88
3452,5BZQJ2322+0812,23 22 36.09,+08 12 01.58
3453,5BZGJ2322-4220,23 22 40.39,-42 20 42.5
3454,5BZGJ2322+3436,23 22 44.0,+34 36 14.0
3455,5BZBJ2322-4916,23 22 54.42,-49 16 30.1
3456,5BZQJ2323-0150,23 23 04.62,-01 50 48.08
3457,5BZQJ2323-0317,23 23 31.95,-03 17 04.99
3458,5BZQJ2323-0617,23 23 39.11,-06 17 59.2
3459,5BZBJ2323+4210,23 23 52.5,+42 10 54.98
3460,5BZQJ2324-3714,23 24 07.11,-37 14 22.48
3461,5BZBJ2324-4040,23 24 44.5,-40 40 50.98
3462,5BZBJ2324+0802,23 24 45.3,+08 02 05.89
3463,5BZBJ2325+3957,23 25 17.87,+39 57 36.5
3464,5BZBJ2325-4800,23 25 26.88,-48 00 16.81
3465,5BZBJ2325+1646,23 25 38.1,+16 46 42.81
3466,5BZUJ2327+1524,23 27 21.96,+15 24 37.29
3467,5BZQJ2327+0940,23 27 33.58,+09 40 09.51
3468,5BZQJ2327+1533,23 27 35.98,+15 33 09.61
3469,5BZQJ2327-1447,23 27 47.95,-14 47 55.78
3470,5BZQJ2328-4035,23 28 19.25,-40 35 09.81
3471,5BZBJ2329+1743,23 29 03.39,+17 43 30.5
3472,5BZQJ2329+0834,23 29 05.78,+08 34 15.88
3473,5BZBJ2329+3754,23 29 14.27,+37 54 14.4
3474,5BZQJ2329-4730,23 29 17.7,-47 30 19.11
3475,5BZQJ2329-4955,23 29 20.87,-49 55 40.69
3476,5BZQJ2330+3348,23 30 13.74,+33 48 36.5
3477,5BZBJ2330-3724,23 30 35.79,-37 24 38.08
3478,5BZQJ2330-4539,23 30 37.67,-45 39 58.1
3479,5BZQJ2330+1100,23 30 40.85,+11 00 18.68
3480,5BZQJ2331-2148,23 31 04.02,-21 48 15.29
3481,5BZQJ2331-1556,23 31 38.64,-15 56 57.01
3482,5BZQJ2331-3811,23 31 59.47,-38 11 47.68
3483,5BZQJ2332-4118,23 32 19.04,-41 18 37.58
3484,5BZQJ2333-0131,23 33 16.68,-01 31 07.39
3485,5BZUJ2333-2343,23 33 55.24,-23 43 40.69
3486,5BZQJ2334+0736,23 34 12.83,+07 36 27.61
3487,5BZBJ2334+1547,23 34 45.56,+15 47 11.11
3488,5BZBJ2334-0834,23 34 48.3,-08 34 37.41
3489,5BZBJ2334+1432,23 34 53.83,+14 32 14.78
3490,5BZQJ2335-2907,23 35 18.72,-29 07 16.6
3491,5BZQJ2335-0131,23 35 20.4,-01 31 09.58
3492,5BZQJ2336-4115,23 36 33.99,-41 15 21.99
3493,5BZQJ2336-0943,23 36 34.08,-09 43 18.69
3494,5BZQJ2337-5216,23 37 23.16,-52 16 20.09
3495,5BZQJ2337-0230,23 37 57.34,-02 30 57.6
3496,5BZBJ2338+2124,23 38 56.38,+21 24 41.4
3497,5BZBJ2339+0534,23 39 07.39,+05 34 26.29
3498,5BZQJ2339-3310,23 39 54.54,-33 10 16.89
3499,5BZBJ2340+2641,23 40 29.03,+26 41 56.79
3500,5BZBJ2340+8015,23 40 53.77,+80 15 13.39
3501,5BZGJ2341+0018,23 41 06.9,+00 18 33.29
3502,5BZBJ2341-0152,23 41 25.02,-01 52 24.49
3503,5BZQJ2342-0322,23 42 56.59,-03 22 26.29
3504,5BZQJ2343+2339,23 43 12.39,+23 39 45.61
3505,5BZQJ2343-2858,23 43 18.8,-28 58 31.9
3506,5BZBJ2343+3439,23 43 33.58,+34 39 50.9
3507,5BZQJ2343+1543,23 43 42.75,+15 43 02.99
3508,5BZQJ2344+2952,23 44 22.55,+29 52 20.71
3509,5BZQJ2345-1555,23 45 12.46,-15 55 07.78
3510,5BZUJ2345-1515,23 45 22.36,-15 15 06.69
3511,5BZGJ2345-1449,23 45 38.39,-14 49 28.7
3512,5BZBJ2346+8007,23 46 25.61,+80 07 55.2
3513,5BZGJ2346+4024,23 46 31.67,+40 24 16.09
3514,5BZQJ2346+0930,23 46 36.84,+09 30 45.5
